AVALIANDO -&gt	 rejeitando artistas" d milhares d MILHÕES -&gt
Para quê criticar o Sócrates, a sociedade continua a apoiar e admirar o espertalhão,o q cresce à conta dos outros, como tal, vão haver mais.	
Primeiro-ministro japonês recusa salário - JN http://t.co/2fF8ywq via @jornalnoticias - Percebeste, Sócrates?	
RT @antonioproa: Sócrates é muito competente a manipular mas pouco competente a governar. Portas dixit #fb	
RT @filipelib: Sócrates a falar dos 100M€ do TGV lembrou-me quando foi ao Herman assegurar que o Euro2004 seria lucrativo e estádios um  ...	
RT @homensdaluta: Camaradas pá! Recebemos uma mensagem de apoio do nosso camarada Zé Socras pá!! http://fb.me/MilOGp1L	
RT @irisss2: Petição Para julgar em tribunal o eng. José Sócrates por gestão danosa dos dinheiros publicos: http://bit.ly/j2jbxs	
RT @JMCondeixa: Senti-me roubado e expropriado por Sócrates ontem no debate   http://republicadocaustico.blogs.sapo.pt/192905.html	
«Passos e Portas dividem o país como uma pizza»:  http://bit.ly/jvb12P	
RT @JoaoHSilva: Toda a gente mente sobre o pacote: Sócrates acusado de fazer discurso enganador sobre o pacote de ajuda" http://bit.ly/ ..."	
RT @kamponez: Não se faça silêncio sobre Sócrates: as pessoas ficam com saudades e votam nele. (@ana_marques_)	
RT @kamponez: O melhor que temos a fazer, é elogiar Sócrates. As pessoas sentirão inveja e não votarão nele.	
RT @LucianoAlvarez: O artigo do FT que o sr. PM não leu é o mais lido do dia no @Publico http://bit.ly/keHUpT	
RT @luismenezes1980: Obrigado PS. Obrigado José Socrates, por esta desgracada situacao RT @juditefranca Ora 5,417% dá 4,2MM por ano - 8  ...	
RT @plasticppl: USA: We have Barack Obama, Stevie Wonder, Bob Hope and Johnny Cash. Portugual: We have José Socrates, no wonder, no hope ...	
RT @ramiromarques: ProfBlog: Portas bate Sócrates. Foi pena não falarem de Educação http://bit.ly/k9TUG2	
RT @rsaraiva: O candidato José Sócrates não habita na mesma realidade da maioria dos portugueses" we hope #fb"	
RT @sassaman: taum Sócrates chega-te à frente tb RT @cnnbrk: Japan's Prime Minister says he'll give up salary until nuclea… (cont) http: ...	
RT @ZW3I: O Sócrates está tão viciado em mentir que disse sem pensar que não sabia da data da apresentação do programa do CDS. #tvi	
Se a moda pega... o Sócrates ainda sugere que os professores trabalhem voluntariamente... Rui Rio esteve muito bem...	
Seja Portas, Passos Coelho, Jerónimo ou até Louçã, qualquer 1 q consiga estar a tentar 1 diálogo com Sócrates merece a minha admiração #fb	
Senti-me roubado e expropriado por Sócrates ontem no debate   http://republicadocaustico.blogs.sapo.pt/192905.html	
so nao voto cds dado q o banana do socrates nao pode ter mais do q o psd. ah, e porque nao tenho 18 lol	
taum Sócrates chega-te à frente tb RT @cnnbrk: Japan's Prime Minister says he'll give up salary until nuclea… (cont) http://deck.ly/~MCWwK	
Tomara que as sondagens estejam erradas, ng merece o Eng Sócrates como primeiro ministro novamente.... :(	
“@tonyvirtual: Shared:  Peço desculpa por tudo. Sócrates, tu és o maior http://t.co/TMyPDr1” muito bom!!!	
(post) Este é o rosto da mentira, este é o responsável pelo estado em que o país está. Votar em Sócrates: pura burrice. http://bit.ly/lvWayn	
(Antena 1)  Louçã afirma que programa eleitoral do PSD é uma tragédia http://dlvr.it/RC0CF	
@andr3ff Como já aqui disse várias vezes, não pedoo a vergonha a que este governo nos submeteu. Contra Sócrates, até no Tiririca votava.	
(Antena 1)  Louçã e Jerónimo em sintonia nas críticas à redução da Taxa Social Única http://dlvr.it/RY1cs	
@andr3ff Se PPC é competente, ainda não sabemos, nunca desempenhou o cargo de PM. Sobre Sócrates já sabemos: é tragicamente incompetente.	
@AndreFrazao pois devia! O Socas bem que podia la estar fechado	
@apombalivre e já agora 	 o que é que tens andado a fazer  que não escreves no teu blogue ?? desististe de defender o sócras??
@DiogoCMoreira foi o que o PS acordou com o FMI, não temos culpa do Socrates ter duplicado a divida em 6 anos. eu nao sei onde anda a massa	
@jalmeida76 Ontem Portas ganhou, mas Sócrates não quer debater. Apenas acusar, confundir, insultar. Não dá p/ discutir propostas	
@JMF1957 é completamente verdade. Pinamonti foi o melhor que aconteceu a São Carlos. Sócrates foi o pior.	
@PauloQuerido não se esqueça do truque de Sócrates e do gráfico da divida apresentado em percentagem...	
@relva devem chegar de pano amarrado na cabeça, de socas, com o balde de água castanha, e passam a p* da esfregona na mesa toda... só pode!	
@rsaraiva deus" te oiça. Mas, sinceramente, o Sócras vai ganhar isto. E não é com o meu voto, já me decidi!"	
RT @hjesus: Passos Coelho defende que Sócrates não tem perdão - Política - PUBLICO.PT http://goo.gl/fb/yKQpp	
RT @joaomiranda: Slogans para Sócrates: continuar a obra	
RT @manuelparreira: embalsemar", "o museu de ciência natural". RT @andrecruzzz: Vamos todos ___________ o socrates para ___________"	
RT @marinacsm: o Paulinho hoje ainda veio mais casual que o Sócrates! se houvesse mais programas o próximo pol… (cont) http://deck.ly/~DCm8K	
RT @nunonsantos: Comissão Europeia desmente Sócrates http://bit.ly/k2xDGP	
RT @paulopedroso: @jcaetanodias Esse é o julgamento  em causa. Sócrates e PPC devem expor o seu caso" e os eleitores decidem, sem "crim ..."	
RT @PauloQuerido: As nossas elites andam tão descontroladas que qualquer um que apareça a dizer mal do Sócrates" é eleito à condição de ..."	
RT @ppmascarenhas: RT @nunonsantos: Comissão Europeia desmente Sócrates http://bit.ly/k2xDGP	
RT @PSDBraga: Ex-presidentes PSD elogiam P Passos Coelho e apelam ao fim de 1 muito má governação" e "irresponsabilidade de Sócrates" h ..."	
RT @the_geeek: Louçã: Sócrates fez “a maior viragem à direita” da história do PS http://tinyurl.com/4y7jdc2	
sim. e já sei que a culpa é do Sócrates, dos imperfeitos, dos corruptos e d virgem Maria...já chega de demagogia...velhos do restelo. Action	
tenho a certeza que os inimigos de Sócrates vão gostar disto... http://bit.ly/iUrvg7 	)
Vamos lá ver próxima carta :) @Dputamadre Ai ai que tenho de ir ao Blog Postar a minha #IloveSocrates [4] !! Com #Socrates #PortugalWin !!	
RT @andrecruzzz: Vamos todos ___________ o socrates para ___________	
José Sócrates acusa PSD de leviandade, imaturidade e falta de preparação http://www.ionline.pt//c121669	
Campanha eleitoral deverá ser decisiva com sondagens a mostrarem Sócrates perto de Passos - Jornal de negócios http://t.co/biZtC8i	
@jcaetanodias Sócrates deve começar com pontuação positiva, privilégio de quem gere a banca do jogo	
#debate Pela amostra, ambos estão satisfeitos com Sócrates e preparados para com ele se coligar...	
Convinha ficar esclarecido RT @andrefgpaamaral: #debate Será que Portas pondera governar com Sócrates? seria bonito.	
(post) Louçã versus Sócrates http://bit.ly/jDIXg7	
#debate Será que Portas pondera governar com Sócrates? seria bonito.	
Se sócrates estiver a ver o #debate deve estar contente.	
Patéticos os directos do Jornal das 8 da TVI para Portimão (Sócrates) e Santa Maria da Feira (P.Coelho) à caça de um 'sound bite'...	
#socrates Apoio social, educação, energias renováveis, exportações, saúde são prioridades assumidas	
#debate portas tem o dobro do tempo de jerónimo. jerónimo parece teixeira dos santos quando fez de boneco de cera ao lado de sócrates	
jose socrates discursa no pavilhao arena em Portimao, para mais de 400 pessoas	
Portugal's bail-out: Sócrates's poison \ The Economist http://t.co/vAsi2qF via @theeconomist	
Frases do ano (37): «Sócrates tem falta de cultura democrática.» Freitas do Amaral, ex-ministro de Estado e dos ... http://bit.ly/mNRSdc	
Quem está a filmar este directo de Sócrates em Portimão???	
#apombalivre: O mal do #cavaco silva é passar a vida não a defender os #portugueses mas a dizer mal de Sócrates por entre linhas #fmi.	
Teixeira dos Santos discorda de Sócrates: Acordo com troika não traz boas notícias http://bit.ly/lqX7u8	
@tiagopresley Ao contrário ontem do Sócrates, que por pouco não falava ao mesmo tempo que o jogo do Benfica :p	
Adorei o 5 para a meia-noite" de ontem, com o Sócrates! :D"	
Será que o Sócrates vai perguntar ao Luis se está bem?	
#apombalivre: O catroga , para tentar chamar a atenção de Sócrates fez de tudo. Até cartas. A inveja é uma coisa terrível. #fmi	
@Dputamadre F-se! catroga! isto é que são cartas ó páh! amor. ali! de coração! adorei :) parabens :) #LoveSocrates #Socrates #PS #Love	
Eleitores consideram Sócrates melhor líder que Passos Coelho - Portugal - DN http://t.co/UfFK2QI	
«Jornal das 8» lidera com #debate Sócrates e Portas @TVI24 http://t.co/vhTe020	
«Votar em Paulo Portas é votar em Sócrates», diz Menezes. Começou a época das lendas e milongas... O Papão e afins andam à solta, é o que é!	
(Antena 1)  Portas contra coligação com Sócrates é vitória de Passos Coelho no debate, observa Raúl Vaz http://dlvr.it/RCJjV	
(post) Debate Portas versus Sócrates http://bit.ly/mJTFPt	
(post) Outra visão sobre o debate Sócrates-Portas http://bit.ly/lkIw0s	
[DN] Sócrates volta a criticar aventura privatizadora" da saúde e da educação: Sócrates volta a criticar "avent... http://bit.ly/ifcnmI"	
[ECONÓMICO] Sondagem: Passos continua a perder pontos para Sócrates: Sondagem: Passos continua a perder pontos p... http://bit.ly/iYbqfJ	
[ECONOMICO]: Portas descarta governar com Sócrates: Líder do CDS responsabiliza o primeiro-ministro pelo resgate... http://bit.ly/lFPZza	
[ECONOMICO]: Sócrates acusa PSD de querer eliminar a taxa intermédia do IVA: O primeiro-ministro diz que a reduç... http://bit.ly/llyuIj	
[ECONOMICO]: Sócrates: Ganhei este debate e vou ganhar as eleições": José Sócrates diz que ganhou o debate tele... http://bit.ly/l2719x"	
[ECONOMICO]: Sondagem: Passos continua a perder pontos para Sócrates: A menos de um mês das eleições afirma-se a... http://bit.ly/jrT3xo	
[Fonte DN] Passos: este final é para ti: Portas descansado e preparado (até bronzeado). Sócrates cansado e maçad... http://bit.ly/jX8lv5	
[TSF]: Portas não disponível para acordos pós-eleitorais com Sócrates:   http://bit.ly/kghaYO	
[TSF]: Sócrates defende redução da concorrência fiscal entre os países europeus: O primeiro-ministro diz que é p... http://bit.ly/kYabE9	
[ULTIMAS] Sócrates defende redução da concorrência fiscal entre os países europeus http://bit.ly/lMn7TW	
[VISAO]: Eleições: Sócrates quer que PSD explique como é que baixa taxa social única sem aumentar impostos:  http://bit.ly/kIm5yM	
@bossito disse que não faria coligação com Sócrates	
@CienAoNatural negou que pudesse ir para o governo com socrates	
@diarioeconomico Sondagem: Passos continua a perder pontos para Sócrates http://bit.ly/jrT3xo é o q se chama a passos largos lol	
[Destak] Francisco Louçã acusa Passos Coelho e Paulo Portas de dividirem o país como se fosse uma pizza":  http://bit.ly/iOzDpb"	
@horacioazevedo @CienAoNatural admito q ele se tenha cingido a sócrates e n a PS sem sócrates	
@jcaetanodias Sócrates preocupou-se mais com indecisos da esquerda do que com base eleitoral do PSD.	
@joaomiranda aquilo do Portas rejeitar coligação com Sócrates?	
@noticiasrtp Sócrates e Portas trocam acusações sobre situação financeira http://bit.ly/lSt2j2	
@nuno_abrantes Um apoiante do Partido Sócrates a falar de coluna é um pouco como a Cicciolina a falar de castidade.	
@passoscoelho Passos Coelho continua a perder pontos para Sócrates . Pois é meu caro: as inverdades pagam-se. caro. lálálá #apombalivre.	
@pcrobalo claro! já lá diz o sócrates: quem tem pacote é melhor!	
@pedrofelixrocha Exacto: hoje foi Socas versus Portas e vive-versa tamém! Viva a democracia e a igualdade de oportunidades :)	
@SalvadorMayer nao savate,psd,eq assim vais ver que ainda acaba por ganhar outraves o socrates	
@vascocampilho Percebo que deteste Sócrates, mas vai dizer-me a sério que acha que os seus apoiantes não têm coluna? Cai-lhe mal.	
#antena1 Sócrates e Portas trocam acusações sobre estado do país:       Foi um debate ríspido aquele que travara... http://bit.ly/j8eTCt	
#apombalivre:PSD :socialistas :abandonem a política do boato, do rumor e do achincalho-?? Estão confundidos com o que fizeram a Sócrates 	)
[DN] Alô, alô? PSD à escuta?: Alô, alô? PSD à escuta?Louçã quer combater a burguesia e isso, convenhamos, não tr... http://bit.ly/mHTUhm	
#apombalivre:PsD:a política do boato, do rumor e do achincalho é aquela vossa sobre a familia d'Sócrates e sobre as escutas do cavaco não é?	
#diarioeconomico Portas descarta governar com Sócrates: Líder do CDS responsabiliza o primeiro-ministro pelo res... http://bit.ly/mvpOco	
#diarioeconomico Sócrates: Ganhei este debate e vou ganhar as eleições": José Sócrates diz que ganhou o debate ... http://bit.ly/jt9lve"	
#diarioeconomico Sondagem: Passos continua a perder pontos para Sócrates: A menos de um mês das eleições afirma-... http://bit.ly/ivV0yb	
#DiárioEconómico: Portas descarta governar com Sócrates http://bit.ly/lFPZza	
#DiárioEconómico: Sócrates acusa PSD de querer eliminar a taxa intermédia do IVA http://bit.ly/llyuIj	
#DiárioEconómico: Sócrates: Ganhei este debate e vou ganhar as eleições" http://bit.ly/l2719x"	
#DiárioEconómico: Sondagem: Passos continua a perder pontos para Sócrates http://bit.ly/jrT3xo	
#FMI:Sócrates sempre a subir: – a sondagem dá agora 35,1% para o PS como intenção de voto, contra  36,2% para o PsD de passos. #apombalivre	
#rtp #debate Sócrates e Portas: alguém que ensine ao portas como se comportar em público.Paguem~lhe umas aulas de boas maneiras.#economia	
#rtp Sócrates e Portas trocam acusações sobre situação financeira:       Foi um debate ríspido aquele ... http://bit.ly/jFMqJD #economia	
#ViagensDoInfinito: De acordo com o (insuspeito) Finantial Times, José Sócrates é.... http://bit.ly/kuqVX0 #Socrates #Portugal #Política	
[DN] BE insiste em auditoria à dívida: BE insiste em auditoria à dívidaFrancisco Louçã voltou hoje a defender a ... http://bit.ly/kviRCF	
#visao Eleições: Sócrates quer que PSD explique como é que baixa taxa social única sem… http://goo.gl/fb/0jPlv	
1,9 milhões viram debate Sócrates e Portas. Para quem diz que as pessoas estão fartas de politica e dos políticos.. é obra!	
[DN] Governo nega carta ao FMI e critica Louçã: Governo nega carta ao FMI e critica LouçãO ministro da Presidênc... http://bit.ly/kXf1T3	
[DN] Louçã: Taxa de juro a 5,5 por é um insulto à economia portuguesa": Louçã: Taxa de juro a 5,5 por é "um ins... http://bit.ly/l0tJLh"	
A crise de Socrates: http://t.co/JS575kq	
A ver e ouvir: O debate entre José Sócrates e Paulo Portas. É sintomático que Sócrates se tenha apressado a decl... http://bit.ly/lJMP6S	
